Src,Species,Duration,Bitrate ,Sampling Rate,Channels
https://www.xeno-canto.org/sounds/uploaded/COLBPWBRIF/XC587358-2020090607_Tarnos_FC_pinson%20des%20arbres%20cri%20et%20battement%20ailes%20TB%200637.mp3,Fringilla coelebs,10 s,bitrate: 175485 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BLMSIUFTFU/XC586505-20200517_052714_F.coelebs_g7.45..mp3,Fringilla coelebs,29 s,bitrate: 130855 bps, audio sampling rate: 24000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/CLGVFSSVAA/XC585986-bofin200901_0206.mp3,Fringilla coelebs,7 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/COJPKBPZLS/XC585387-vink_300820_Tombeek.mp3,Fringilla coelebs,23 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC585329-31743-%C3%B6-09middle.mp3,Fringilla coelebs,506 s,bitrate: 319732 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC584117-31741-%C3%B6-16well-high.mp3,Fringilla coelebs,476 s,bitrate: 319716 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC584116-31741-%C3%B6-15high.mp3,Fringilla coelebs,58 s,bitrate: 319653 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QTJCIDJUEK/XC583347-pin%20arb.mp3,Fringilla coelebs,20 s,bitrate: 90067 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/QTJCIDJUEK/XC583345-pin%20arb%20raincall.mp3,Fringilla coelebs,22 s,bitrate: 86520 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/XC583063-200815_002_160704_vink.mp3,Fringilla coelebs,22 s,bitrate: 154756 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582345-200716_CommonChaffinch_song_LowerStonnall_OC.mp3,Fringilla coelebs,56 s,bitrate: 173349 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582335-200715_Chaffinch_male%20call_LowerStonnall_OC.mp3,Fringilla coelebs,108 s,bitrate: 175809 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UBDTVCWYPJ/XC581486-200805_003_060809_Vink.mp3,Fringilla coelebs,22 s,bitrate: 152579 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC581313-Pinson%20des%20arbres%20juv%20%2B.mp3,Fringilla coelebs,15 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC580723-Pinson%20des%20arbres%20200517_0830_1SA_Bois%20de%20Ghlin_Mixpre342.mp3,Fringilla coelebs,12 s,bitrate: 182150 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EDRTTPSCEN/XC580722-Pinson%20des%20arbres%20200517_0830_1SA_Bois%20de%20Ghlin_Mixpre%20344.mp3,Fringilla coelebs,62 s,bitrate: 187174 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC580613-FRICOE200718_0162%20%282%29.mp3,Fringilla coelebs,113 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SEIQHUBHAF/XC580310-Common%20Chaffinch.MP3,Fringilla coelebs,36 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JYPQCEFKAM/XC580270-200731-082010id.mp3,Fringilla coelebs,30 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC580162-1bez%20nazwy.mp3,Fringilla coelebs,66 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579587-call20.mp3,Fringilla coelebs,13 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579586-call19.mp3,Fringilla coelebs,10 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579585-call18.mp3,Fringilla coelebs,10 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579584-call17.mp3,Fringilla coelebs,22 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579583-call16.mp3,Fringilla coelebs,14 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579581-call15.mp3,Fringilla coelebs,52 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579579-call14.mp3,Fringilla coelebs,15 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579578-call13.mp3,Fringilla coelebs,34 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579576-call12.mp3,Fringilla coelebs,8 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579575-call11.mp3,Fringilla coelebs,6 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579572-call10.mp3,Fringilla coelebs,8 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/XC579570-call9.mp3,Fringilla coelebs,25 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/WMQCDQHXRZ/Crossbill.mp3,Loxia curvirostra,67 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/CommonCrossbill-FL%20AcresDown%2028Jan12-LS110014.mp3,Loxia curvirostra,36 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/CommonCrossbill-FL%20AcresDown%2028Jan12-LS110015.mp3,Loxia curvirostra,103 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-locklate-songtjatter-juv-hontecknad.St.Almo-Vg-2011-08-21-kl.07.25.01.15.mp3,Loxia curvirostra,40 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-locklate-songtjatter-juvenila-faglar.Froplantagen-Almnas-Vg-2011-08-27-kl.08.40.01.18.mp3,Loxia curvirostra,79 s,bitrate: 256000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-locklate-juvenila-faglar.Froplantagen-Almnas-Vg-2011-08-27-kl.08.40.00.17.mp3,Loxia curvirostra,18 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-flyktlate-1-juvenil-Almo-Vg-2011-08-06-kl.08.08-00.28.mp3,Loxia curvirostra,29 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-flyklate-Almo-Vg-2011-08-06-kl.07.05.00.10.mp3,Loxia curvirostra,11 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-4-juvenila-val-sedda-Almo-Vg-2011-08-04.kl.05.57.00.15.mp3,Loxia curvirostra,16 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Bandelkorsnabb-i-bakgrund-Mindre-korsnabb-i-fram-Almo.Vg-2011-08-04.kl.05.45.00.14.mp3,Loxia curvirostra,14 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Bandelkorsnabb-och-mindre-korsnabb--lockate-i-blandflock.St.AlmoVg-2011-08-13-kl.08.18-03.37.mp3,Loxia curvirostra,168 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/LCUR13h17m17s21may11%20%282%29.mp3,Loxia curvirostra,3 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UTCLOBFQPH/LS100186Lcur%20Nattanen%20edit.mp3,Loxia curvirostra,39 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/INDDBZAFJL/R09_0003Common%20Crossbills_AlexLees.mp3,Loxia curvirostra,61 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110727_01a_Crossbills-beg-fly_Ulleraker.mp3,Loxia curvirostra,17 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110727_07_TypeC-Crossbills-beg_Ulleraker_ed.mp3,Loxia curvirostra,116 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110624_02b_Crossbill_Storkarret.mp3,Loxia curvirostra,16 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/RedCrossbill4.mp3,Loxia curvirostra,14 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WOEAFQRMUD/Loxia%20curvirostra%20July86-2.mp3,Loxia curvirostra,21 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/WOEAFQRMUD/Loxia%20curvirostra%20July86-1.mp3,Loxia curvirostra,4 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-song-Tivedens-NP2010-04-03.mp3,Loxia curvirostra,60 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-%20song-ad-hane-Yremossen2010-04-04.mp3,Loxia curvirostra,168 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-song-2khane-Yremossen2010-04-04.mp3,Loxia curvirostra,76 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/GNYVMVEMZX/XC597907-isuka_c_201025_sub.mp3,Loxia curvirostra,12 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/CXFHOPIVAS/XC597754-13%20October%20Crossbills.mp3,Loxia curvirostra,35 s,bitrate: 128096 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/GPXJQQOAML/XC597544-200706_loxcur_song_1.mp3,Loxia curvirostra,20 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/YNSNJEQGDT/XC597259-Crossbill%2023-10-20.mp3,Loxia curvirostra,9 s,bitrate: 116068 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/PVOFDSYTIW/XC597178-Kruisbek-type-E-201023_2608.mp3,Loxia curvirostra,11 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCQLGWLDIK/XC597080-onbekend22-10-2020.mp3,Loxia curvirostra,14 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/GDEIUOUJZB/XC596815-20201015_802_Monkspath_JS_Crossbill.mp3,Loxia curvirostra,8 s,bitrate: 107930 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/ARLUKQJGIF/XC596416-grankorsnebberherdla191020.mp3,Loxia curvirostra,22 s,bitrate: 176104 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WMOBQSLHWA/XC595915-20201016-1042-Flamborough-Gillings-XM-CR.mp3,Loxia curvirostra,16 s,bitrate: 127019 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC595678-109_0031%C3%9C-02b-%C3%B6-01%C2%B5%C2%B5%20mp3.mp3,Loxia curvirostra,30 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BLMSIUFTFU/XC595377-20200506_050004_Lox.curv-6.45h.mp3,Loxia curvirostra,35 s,bitrate: 119135 bps, audio sampling rate: 24000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/FFFADKCCII/XC594916-xbill-821745.mp3,Loxia curvirostra,200 s,bitrate: 256000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/CXFHOPIVAS/XC594724-12%20October%20Crossbill%202.mp3,Loxia curvirostra,9 s,bitrate: 128352 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/CXFHOPIVAS/XC594721-12%20October%20Crossbill.mp3,Loxia curvirostra,31 s,bitrate: 128108 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LLWXDKVJSM/sullom%20xbills.mp3,Loxia curvirostra,12 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC593280-CrossbillsN6N15N11Harden06Oct20.mp3,Loxia curvirostra,19 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC592490-CrossbillsN150845HQ23Oct16edited.mp3,Loxia curvirostra,7 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BWSOIIITQY/XC591787-200929_kruisbek.mp3,Loxia curvirostra,13 s,bitrate: 178756 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC590232-CrossbillN150934Harden21Sep20.mp3,Loxia curvirostra,34 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MKRXGJGGFU/XC588833-f.mp3,Loxia curvirostra,23 s,bitrate: 224000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC587434-555585-%C3%B6-02high.mp3,Loxia curvirostra,14 s,bitrate: 319429 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/XC586655-cuTela1ALLfeedii36749mp3%20%2825%29.mp3,Loxia curvirostra,439 s,bitrate: 319510 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-song-2k-hane-Yremossen-2010-04-04.mp3,Loxia curvirostra,76 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-song-locklate-Tiveden-2010-04-03.mp3,Loxia curvirostra,60 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/BPSDQEOJWG/Mindre-korsnabb-locklate-songstrof-Xet-2010-03-27.mp3,Loxia curvirostra,50 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/COJPKBPZLS/XC585250-kruisbek_manderfeld270820.mp3,Loxia curvirostra,8 s,bitrate: 130024 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC584256-LOXCUR%20Kybassaare%20200818%200800%20N11.mp3,Loxia curvirostra,23 s,bitrate: 141989 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/CXFHOPIVAS/XC583723-20%20August%20Crossbill.mp3,Loxia curvirostra,13 s,bitrate: 128255 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC583426-CrossbillsN15two0808HardenQuarries19Aug20.mp3,Loxia curvirostra,12 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC582591-LOXCUR070820-T001%20%282%29.MP3,Loxia curvirostra,6 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC581551-Mindre%20korsn%C3%A4bb_14.mp3,Loxia curvirostra,22 s,bitrate: 179700 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KTLCZCRCQX/XC581002-20180612-0611-CO180035-US-CO-Lake-Turquoise%20Lake%20CG-RECR%20%28A%29%20song_02.mp3,Loxia curvirostra,101 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC580601-LOXCUR280720-T007_CALL%20%282%29.mp3,Loxia curvirostra,21 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC580593-Mindre%20korsn%C3%A4bb_13.mp3,Loxia curvirostra,38 s,bitrate: 182151 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC580592-Mindre%20korsn%C3%A4bb_12.mp3,Loxia curvirostra,22 s,bitrate: 180842 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JKAHUTXILE/XC580566-Loxia%20curvirostra_20180416_131000-48.mp3,Loxia curvirostra,79 s,bitrate: 192000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QTJCIDJUEK/XC580504-bec%20sap.mp3,Loxia curvirostra,17 s,bitrate: 119732 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC580469-LOXCUR%20Tuksi%20200731%200517.mp3,Loxia curvirostra,30 s,bitrate: 134218 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/JKAHUTXILE/XC580410-Loxia_curvirostra_20120402_T52sel.mp3,Loxia curvirostra,64 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JKAHUTXILE/XC580409-Loxia_curvirostra_20120402_T51sel-OK.mp3,Loxia curvirostra,118 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JKAHUTXILE/XC580408-Loxia_curvirostra_20120402_T50sel.mp3,Loxia curvirostra,63 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JKAHUTXILE/XC580406-Loxia_curvirostra_9902_T14.mp3,Loxia curvirostra,45 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC578984-LOXCUR240720-T010%20%282%29.mp3,Loxia curvirostra,52 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC578980-LOXCUR240720-T009%20%282%29.mp3,Loxia curvirostra,45 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC578853-LOXCUR240720-T007%20%282%29.mp3,Loxia curvirostra,33 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC577385-Bec%20croise%20des%20capins%20vol%20bizarre%20type%20N7.mp3,Loxia curvirostra,1 s,bitrate: 133161 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC576531-LOXCUR%20Koguva%2012072020%20n6.mp3,Loxia curvirostra,6 s,bitrate: 124141 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/YNSNJEQGDT/XC576523-Crossbill%2015-07-20.mp3,Loxia curvirostra,7 s,bitrate: 194472 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/XC576367-16july20%20crossb%20mush.mp3,Loxia curvirostra,27 s,bitrate: 91250 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/HVLWWLJFGV/XC575836-Bec-crois%C3%A9%20chant2.mp3,Loxia curvirostra,187 s,bitrate: 320041 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HVLWWLJFGV/XC575835-Bec-crois%C3%A9%20chant1.mp3,Loxia curvirostra,30 s,bitrate: 320255 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EPXMBJVSYK/XC574674-RECR%20%28type%202%29%20ID.mp3,Loxia curvirostra,66 s,bitrate: 128185 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC574175-CrossbillN6callsandsong0718HStyes07Jul20.mp3,Loxia curvirostra,71 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UGKDXJQJTC/XC574109-20200707_054251a.mp3,Loxia curvirostra,102 s,bitrate: 95055 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/BNTFWFFPDY/XC573979-loxcur.mp3,Loxia curvirostra,8 s,bitrate: 160000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/URREFGVMYF/XC573535-200704_1498-ampl-cut.mp3,Loxia curvirostra,18 s,bitrate: 248612 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UGKDXJQJTC/XC573191-20200703_060947b.mp3,Loxia curvirostra,20 s,bitrate: 94659 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/JUKYCLSXAP/XC572636-2020_06_14_15_21_08.mp3,Loxia curvirostra,18 s,bitrate: 128408 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC572179-CrossbillsN15N60958HStyes26Jun20.mp3,Loxia curvirostra,10 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC572178-CrossbillsN110519HStyes26Jun20.mp3,Loxia curvirostra,11 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/EEOAIANXMX/XC572026-Common%20Crossbill%20Holme%2020200616%20.mp3,Loxia curvirostra,21 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QAOWXLEPGA/XC571993-Crossbill%20vismig%20Sidestrand%2023062020.mp3,Loxia curvirostra,9 s,bitrate: 271913 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/XC571199-R09_0002%20Crossbills.mp3,Loxia curvirostra,18 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/XC570605-Crossbills%20%28Parakeet%20type%20-%20Snezka%29.mp3,Loxia curvirostra,16 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/EVFVYRATSX/XC570119-LOC_Koni%C3%B3wka_17062020_LS100062.mp3,Loxia curvirostra,14 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC569482-200617-XB%20clip.mp3,Loxia curvirostra,3 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCKVRGEJTE/XC568684-CrossbillsN6N15Langsett15Jun20.mp3,Loxia curvirostra,23 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UGKDXJQJTC/XC568625-20200615_061717bb.mp3,Loxia curvirostra,30 s,bitrate: 94050 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/XC566722-9june%20crossbill%20flock.mp3,Loxia curvirostra,65 s,bitrate: 181318 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UGKDXJQJTC/XC565968-20200607_071109a.mp3,Loxia curvirostra,6 s,bitrate: 95356 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/QXSXBAHEMO/XC565346-Kreuzschnabel.mp3,Loxia curvirostra,4 s,bitrate: 179561 bps, audio sampling rate: 44100 Hz, number of channels: 2
